"Id","BldgType","MasVnrType_clean","MasVnrArea_clean","ExterQual","CentralAir","1stFlrSF","GrLivArea","KitchenQual_clean","GarageArea_clean","PavedDrive","WoodDeckSF","OpenPorchSF","MSSubClass_agrup","MSZoning_agrup","Condition1","HouseStyle","antiguedad","reforma"
2144,"2fmCon","None",0,"TA","Y",1140,1140,"TA",400,"Y",0,0,"190","RL","Feedr","1Story",100,70
2145,"1Fam","None",0,"TA","Y",960,960,"Gd",300,"Y",168,0,"20","RL","Feedr","1Story",57,17
2146,"1Fam","None",0,"TA","Y",1188,1188,"TA",621,"Y",102,89,"20","RL","PosA","1Story",64,64
2147,"1Fam","Stone",275,"TA","Y",1721,1721,"TA",626,"Y",50,84,"190","RL","Norm","1Story",60,60
2148,"1Fam","None",0,"TA","Y",864,1350,"Gd",627,"N",0,0,"50","RL","Norm","1.5Fin",79,47
2149,"1Fam","None",0,"TA","Y",904,904,"Gd",912,"Y",143,0,"80","RL","Norm","SLvl",50,50
2150,"1Fam","None",0,"TA","Y",1524,1524,"TA",478,"Y",140,0,"20","RL","Norm","1Story",41,41
2151,"1Fam","None",0,"TA","Y",617,1079,"TA",249,"Y",135,0,"50","RL","Norm","1.5Fin",72,70
2152,"1Fam","None",0,"TA","Y",1518,1518,"Fa",0,"Y",0,39,"30","RL","Norm","1Story",80,13
2153,"1Fam","None",0,"TA","Y",1509,1509,"Gd",322,"Y",158,0,"20","RL","Norm","1Story",64,64
2154,"Duplex","None",0,"TA","N",864,864,"TA",0,"Y",0,0,"90","RL","Norm","SFoyer",45,45
2155,"1Fam","BrkCmn",216,"Gd","Y",621,1269,"TA",280,"Y",0,236,"60","RL","Norm","2Story",58,19
2156,"1Fam","BrkFace",190,"Gd","Y",1093,2814,"Gd",614,"Y",48,32,"60","RL","Norm","2Story",25,18
2157,"1Fam","BrkFace",251,"Gd","Y",1626,1626,"Gd",534,"Y",424,40,"20","RL","Norm","1Story",26,26
2158,"1Fam","None",0,"Gd","Y",1101,2200,"Gd",453,"Y",168,98,"60","RL","Norm","2Story",27,26
2159,"1Fam","None",0,"Gd","Y",1302,2037,"Gd",472,"Y",100,33,"80","RL","Norm","SLvl",24,24
2160,"1Fam","None",0,"Gd","Y",628,1356,"Gd",484,"Y",100,24,"60","RL","Norm","2Story",13,13
2161,"1Fam","Stone",156,"Gd","Y",1615,1615,"Gd",864,"Y",168,30,"20","RL","Norm","1Story",13,13
2162,"1Fam","Stone",554,"Gd","Y",2276,2276,"Ex",1348,"Y",0,0,"20","RL","Norm","1Story",12,12
2163,"1Fam","Stone",402,"Ex","Y",1766,1766,"Ex",874,"Y",216,36,"20","RL","PosN","1Story",12,12
2164,"1Fam","BrkFace",302,"Gd","Y",1511,1511,"Gd",811,"Y",168,42,"80","RL","Norm","SLvl",25,25
2165,"1Fam","None",0,"TA","Y",1643,1643,"TA",438,"Y",339,0,"20","RL","Norm","1Story",54,54
2166,"1Fam","None",0,"TA","Y",990,990,"TA",528,"Y",168,0,"20","RL","Norm","1Story",26,26
2167,"1Fam","BrkFace",150,"TA","Y",1418,1418,"Gd",558,"Y",208,110,"20","RL","Norm","1Story",23,22
2168,"1Fam","BrkFace",128,"TA","Y",872,1771,"Gd",600,"Y",0,96,"60","RL","PosN","2Story",23,23
2169,"1Fam","BrkFace",120,"Gd","Y",782,1652,"Gd",532,"Y",0,70,"60","RL","Norm","2Story",20,20
2170,"1Fam","None",0,"Gd","Y",928,1823,"Gd",626,"Y",192,36,"60","RL","Norm","2Story",20,19
2171,"1Fam","BrkFace",180,"TA","Y",1174,1174,"TA",528,"Y",211,0,"20","RL","Norm","1Story",42,42
2172,"1Fam","BrkFace",176,"TA","Y",1076,1076,"TA",576,"Y",0,0,"20","RL","Norm","1Story",45,45
2173,"1Fam","None",0,"TA","Y",1558,1558,"TA",440,"Y",140,0,"20","RL","Norm","1Story",45,19
2174,"1Fam","BrkFace",227,"Gd","Y",1290,2161,"Gd",570,"Y",0,84,"60","RL","Norm","2Story",19,19
2175,"1Fam","BrkFace",134,"Gd","Y",1366,1947,"Gd",725,"Y",168,116,"60","RL","Norm","2Story",19,18
2176,"1Fam","BrkFace",240,"Gd","Y",1786,1786,"Gd",715,"Y",182,35,"20","RL","Norm","1Story",18,17
2177,"1Fam","None",0,"Gd","Y",1129,2327,"Gd",596,"Y",0,57,"60","RL","Norm","2Story",17,17
2178,"1Fam","BrkFace",192,"Gd","Y",886,1764,"Gd",560,"Y",120,29,"60","RL","Norm","2Story",21,20
2179,"TwnhsE","BrkFace",205,"Gd","Y",848,848,"Gd",420,"Y",140,0,"120","RM","Norm","1Story",16,16
2180,"Duplex","None",0,"TA","Y",1838,1838,"TA",721,"Y",160,67,"90","RM","Norm","SFoyer",23,22
2181,"1Fam","Stone",50,"Gd","Y",1445,1445,"Gd",470,"Y",0,35,"20","RL","Norm","1Story",16,16
2182,"1Fam","Stone",212,"Gd","Y",1564,1564,"Gd",814,"Y",0,24,"20","RL","Norm","1Story",13,13
2183,"1Fam","None",0,"Gd","Y",1361,1361,"Gd",610,"Y",0,50,"20","RL","Norm","1Story",13,13
2184,"1Fam","None",0,"TA","Y",1092,1092,"TA",264,"Y",259,0,"20","RL","Norm","1Story",54,54
2185,"1Fam","BrkFace",222,"TA","Y",1033,1033,"TA",504,"Y",224,0,"OTHERS","RL","Norm","SFoyer",44,44
2186,"1Fam","BrkFace",84,"TA","Y",1127,1127,"TA",480,"Y",0,0,"20","RL","Norm","1Story",44,44
2187,"1Fam","None",0,"TA","Y",1117,1117,"TA",542,"Y",292,0,"80","RL","Norm","SLvl",43,43
2188,"1Fam","None",0,"TA","Y",684,1398,"TA",440,"Y",0,0,"60","RL","Norm","2Story",44,19
2189,"1Fam","None",0,"TA","Y",3820,3820,"Ex",624,"Y",0,372,"20","RL","Norm","1Story",61,24
2190,"Duplex","None",0,"TA","N",1152,1152,"TA",0,"N",0,0,"90","RL","Norm","1Story",65,65
2191,"Duplex","BrkCmn",58,"TA","N",1152,1152,"TA",0,"N",0,0,"90","RL","Norm","1Story",65,65
2192,"2fmCon","None",0,"TA","N",784,784,"TA",0,"Y",112,0,"190","RL","Norm","1Story",65,65
2193,"1Fam","None",0,"TA","Y",585,1053,"Ex",0,"N",42,0,"50","RL","Norm","1.5Fin",82,13
2194,"1Fam","None",0,"TA","Y",929,1137,"TA",0,"Y",0,0,"50","RL","Norm","1.5Fin",73,27
2195,"1Fam","Stone",115,"TA","Y",930,930,"TA",286,"Y",134,0,"20","RL","Norm","1Story",67,67
2196,"1Fam","None",0,"TA","Y",1204,1204,"TA",312,"Y",0,0,"80","RL","Norm","SLvl",66,66
2197,"1Fam","None",0,"TA","Y",949,1292,"Gd",205,"N",0,0,"30","RL","Norm","1.5Fin",97,12
2198,"1Fam","BrkFace",174,"TA","Y",1424,1424,"TA",312,"Y",0,0,"30","RL","Norm","1Story",99,70
2199,"Duplex","None",0,"TA","Y",960,1920,"TA",480,"Y",248,0,"90","RL","Norm","2.5Unf",90,70
2200,"1Fam","None",0,"TA","Y",672,1316,"TA",369,"P",0,0,"70","RL","Norm","2Story",94,70
2201,"1Fam","None",0,"TA","Y",676,1264,"TA",400,"Y",424,0,"50","RL","Norm","1.5Fin",106,25
2202,"1Fam","None",0,"Gd","Y",798,1512,"Gd",180,"P",85,16,"70","RL","Norm","2Story",95,23
2203,"1Fam","None",0,"TA","Y",819,1603,"TA",599,"Y",0,217,"70","RL","Norm","2Story",97,70
2204,"1Fam","None",0,"TA","Y",1265,1938,"Gd",240,"Y",0,40,"50","RL","Norm","1.5Fin",83,25
2205,"1Fam","None",0,"TA","Y",932,1374,"TA",225,"Y",64,0,"50","RL","Feedr","1.5Fin",82,70
2206,"1Fam","BrkFace",88,"TA","N",1091,1091,"TA",344,"Y",66,105,"20","RL","Feedr","1Story",69,69
2207,"1Fam","Stone",40,"TA","Y",983,1873,"TA",786,"Y",0,0,"70","RL","Norm","2Story",85,70
2208,"1Fam","None",0,"TA","Y",1218,2161,"Gd",506,"Y",0,96,"50","RL","Norm","1.5Fin",70,20
2209,"1Fam","None",0,"TA","Y",1898,1898,"TA",484,"Y",0,51,"20","RL","Norm","1Story",64,64
2210,"Twnhs","None",0,"TA","Y",516,1032,"TA",462,"Y",213,0,"160","RM","Norm","2Story",40,40
2211,"1Fam","None",0,"TA","Y",919,919,"TA",195,"P",0,0,"30","RM","Norm","1Story",94,22
2212,"1Fam","None",0,"TA","Y",760,1090,"TA",240,"Y",0,0,"50","RM","Norm","1.5Fin",80,14
2213,"1Fam","None",0,"TA","Y",780,1200,"TA",0,"Y",0,0,"50","RM","Norm","1.5Fin",90,70
2214,"1Fam","None",0,"Fa","Y",1092,1656,"TA",288,"Y",0,180,"80","RM","Norm","SLvl",53,53
2215,"1Fam","None",0,"TA","Y",912,912,"TA",360,"Y",0,90,"30","RM","Norm","1Story",90,25
2216,"1Fam","BrkFace",162,"TA","Y",1151,1955,"TA",356,"Y",0,0,"50","RM","Norm","1.5Fin",62,62
2217,"1Fam","None",0,"Fa","N",733,733,"Fa",487,"N",0,0,"20","OTHER","Norm","1Story",68,68
2218,"1Fam","None",0,"TA","N",825,1361,"TA",185,"Y",0,123,"70","OTHER","Feedr","2Story",125,70
2219,"1Fam","None",0,"TA","N",671,1049,"TA",195,"N",0,0,"50","OTHER","Feedr","1.5Fin",110,20
2220,"1Fam","None",0,"TA","Y",432,864,"Fa",216,"N",0,30,"70","OTHER","Norm","2Story",100,70
2221,"TwnhsE","Stone",186,"Ex","Y",1648,1648,"Ex",525,"Y",162,53,"120","RM","Norm","1Story",13,12
2222,"TwnhsE","Stone",174,"Gd","Y",1646,1646,"Ex",482,"Y",128,53,"120","RM","Norm","1Story",16,15
2223,"1Fam","BrkFace",668,"Gd","Y",2032,2032,"Gd",786,"Y",0,46,"20","RL","Norm","1Story",24,23
2224,"1Fam","None",0,"TA","Y",910,1820,"Gd",816,"Y",318,32,"60","RL","Norm","2Story",24,23
2225,"Duplex","None",0,"TA","Y",936,1872,"TA",484,"Y",0,0,"90","RL","Norm","2Story",44,44
2226,"1Fam","None",0,"TA","Y",1689,1689,"TA",432,"Y",428,120,"20","RL","Norm","1Story",29,29
2227,"TwnhsE","BrkFace",340,"Gd","Y",1501,1501,"Gd",512,"Y",240,0,"120","RL","Norm","1Story",34,34
2228,"1Fam","Stone",258,"Gd","Y",1537,1537,"Gd",788,"Y",0,26,"20","RL","Norm","1Story",14,13
2229,"1Fam","None",0,"Gd","Y",920,1780,"Gd",612,"Y",0,192,"60","RL","Norm","2Story",13,13
2230,"1Fam","None",0,"TA","Y",712,1442,"TA",400,"Y",100,0,"80","RL","Norm","SLvl",14,13
2231,"1Fam","Stone",60,"Gd","Y",796,1612,"Gd",666,"Y",0,64,"60","RL","Norm","2Story",12,12
2232,"1Fam","BrkFace",128,"TA","Y",1495,1495,"TA",438,"Y",252,0,"20","RL","Norm","1Story",31,31
2233,"1Fam","BrkFace",228,"Gd","Y",1256,1256,"Gd",578,"Y",282,0,"20","RL","Norm","1Story",34,34
2234,"1Fam","BrkFace",206,"Gd","Y",1440,1440,"Gd",467,"Y",185,95,"20","RL","Norm","1Story",17,17
2235,"1Fam","None",0,"Gd","Y",1675,1675,"Gd",435,"Y",165,52,"20","RL","Norm","1Story",21,20
2236,"1Fam","None",0,"Gd","Y",1728,1728,"Gd",520,"Y",0,276,"20","RL","Norm","1Story",13,13
2237,"1Fam","BrkFace",674,"Gd","Y",1964,1964,"Gd",892,"Y",0,265,"20","RL","Norm","1Story",15,14
2238,"Duplex","BrkFace",200,"TA","Y",1344,1344,"TA",784,"Y",0,0,"90","RM","Norm","SFoyer",23,22
2239,"1Fam","None",0,"TA","Y",1092,1092,"TA",0,"Y",0,52,"20","RL","Feedr","1Story",13,12
2240,"TwnhsE","BrkFace",197,"TA","Y",1189,1189,"TA",392,"Y",0,122,"120","RM","Norm","1Story",23,23
2241,"1Fam","BrkFace",98,"TA","Y",1200,1200,"TA",850,"Y",0,119,"OTHERS","RL","Norm","SFoyer",56,56
2242,"TwnhsE","None",0,"TA","Y",1040,1040,"TA",499,"Y",0,100,"120","RM","Norm","1Story",45,45
2243,"TwnhsE","None",0,"TA","Y",925,1475,"TA",336,"Y",92,26,"160","RM","Norm","2Story",44,44
2244,"Twnhs","None",0,"TA","Y",526,988,"TA",297,"Y",120,101,"OTHERS","RM","Norm","SFoyer",47,14
2245,"Twnhs","None",0,"TA","Y",526,988,"TA",297,"Y",0,101,"OTHERS","RM","Norm","SLvl",47,47
2246,"1Fam","None",0,"TA","Y",1160,1160,"Gd",257,"Y",81,0,"20","RL","Norm","1Story",52,52
2247,"Twnhs","None",0,"TA","Y",546,1092,"TA",0,"Y",187,0,"160","RM","Norm","2Story",50,13
2248,"1Fam","None",0,"TA","Y",816,816,"TA",264,"Y",315,0,"20","RL","Norm","1Story",37,37
2249,"1Fam","None",0,"TA","Y",845,845,"Gd",264,"Y",0,0,"20","RL","Norm","1Story",38,15
2250,"1Fam","None",0,"TA","Y",889,889,"TA",484,"Y",0,0,"20","RL","Norm","1Story",36,36
2251,"1Fam","None",0,"TA","Y",1150,1836,"TA",288,"N",0,0,"70","OTHER","Norm","2.5Unf",120,70
2252,"1Fam","BrkFace",302,"TA","Y",1587,1587,"TA",525,"Y",0,44,"20","RL","Norm","1Story",49,49
2253,"1Fam","None",0,"TA","Y",754,1384,"TA",390,"Y",0,0,"80","RL","Norm","SLvl",23,23
2254,"1Fam","BrkFace",32,"TA","Y",924,1694,"TA",398,"Y",256,64,"80","RL","Norm","SLvl",26,26
2255,"1Fam","None",0,"TA","Y",947,1714,"TA",451,"Y",256,48,"60","RL","Norm","2Story",21,20
2256,"1Fam","None",0,"Gd","Y",691,1553,"Gd",420,"Y",0,44,"60","RL","Norm","2Story",24,24
2257,"1Fam","None",0,"TA","Y",957,2299,"TA",482,"Y",188,30,"60","RL","Norm","2Story",21,17
2258,"1Fam","BrkFace",52,"TA","Y",1187,1187,"Gd",420,"Y",0,21,"20","RL","Norm","1Story",28,27
2259,"1Fam","None",0,"TA","Y",910,1642,"TA",392,"Y",290,84,"60","RL","Norm","2Story",27,26
2260,"1Fam","BrkCmn",138,"TA","Y",1128,1128,"TA",480,"P",0,108,"20","RL","Norm","1Story",56,56
2261,"TwnhsE","None",0,"Gd","Y",1179,1179,"TA",480,"Y",0,108,"120","RL","Norm","1Story",32,32
2262,"TwnhsE","None",0,"Gd","Y",1321,1321,"Gd",484,"Y",0,64,"120","RL","Norm","1Story",30,30
2263,"1Fam","Stone",146,"Gd","Y",1164,2541,"Ex",729,"Y",120,32,"60","RL","Norm","2Story",15,15
2264,"1Fam","BrkFace",710,"Ex","Y",2338,2338,"Gd",1110,"Y",0,135,"20","RL","PosN","1Story",14,13
2265,"2fmCon","None",0,"TA","Y",1424,1424,"TA",828,"N",144,0,"190","RL","Norm","1Story",51,30
2266,"TwnhsE","BrkFace",165,"Gd","Y",1612,1612,"Ex",556,"Y",0,164,"120","RL","Norm","1Story",14,14
2267,"1Fam","BrkFace",945,"Gd","Y",2234,2234,"Gd",724,"Y",390,80,"20","RL","Norm","1Story",14,14
2268,"1Fam","BrkFace",250,"Ex","Y",2042,2042,"Ex",724,"Y",240,52,"20","RL","PosA","1Story",14,13
2269,"1Fam","None",0,"TA","Y",1284,1284,"TA",480,"Y",0,0,"20","RL","Norm","1Story",36,36
2270,"1Fam","BrkFace",306,"Gd","Y",725,1479,"Gd",484,"Y",167,72,"60","RL","Norm","2Story",39,17
2271,"1Fam","Stone",67,"TA","Y",1664,1664,"Gd",663,"Y",0,0,"20","RL","Norm","1Story",42,35
2272,"1Fam","BrkFace",549,"TA","Y",1085,1930,"Gd",481,"Y",192,72,"60","RL","PosA","2Story",41,41
2273,"1Fam","BrkFace",98,"TA","Y",1177,1177,"Gd",495,"Y",204,103,"20","RL","Norm","1Story",36,36
2274,"1Fam","BrkFace",253,"TA","Y",1353,1353,"TA",478,"Y",240,141,"20","RL","Norm","1Story",41,21
2275,"1Fam","BrkFace",176,"TA","Y",1220,1220,"TA",944,"Y",0,0,"20","RL","PosN","1Story",49,49
2276,"1Fam","Stone",130,"TA","Y",1324,1324,"Gd",585,"Y",407,36,"80","RL","PosN","SLvl",44,44
2277,"1Fam","None",0,"TA","Y",1084,1877,"TA",488,"Y",0,96,"60","RL","PosN","2Story",46,46
2278,"1Fam","None",0,"TA","Y",1422,1422,"TA",576,"Y",252,0,"20","RL","Norm","1Story",50,30
2279,"1Fam","BrkFace",32,"TA","Y",914,914,"Ex",368,"Y",120,0,"20","RL","Norm","1Story",50,18
2280,"1Fam","None",0,"TA","Y",914,914,"TA",270,"Y",140,0,"20","RL","Norm","1Story",59,59
2281,"TwnhsE","None",0,"Gd","Y",1337,1337,"Gd",511,"Y",136,68,"120","OTHER","Norm","1Story",19,19
2282,"TwnhsE","None",0,"Gd","Y",1337,1337,"Gd",522,"Y",0,68,"120","OTHER","Norm","1Story",23,22
2283,"Twnhs","BrkFace",567,"TA","Y",525,1092,"TA",264,"Y",144,0,"160","RM","Norm","2Story",47,47
2284,"Twnhs","BrkFace",265,"TA","Y",672,1218,"Ex",264,"Y",0,28,"160","RM","Norm","2Story",47,47
2285,"Twnhs","None",0,"TA","Y",1055,1055,"TA",319,"Y",108,32,"120","RL","Norm","1Story",42,42
2286,"1Fam","BrkFace",52,"TA","Y",988,988,"TA",360,"Y",0,0,"20","RL","Norm","1Story",54,54
2287,"1Fam","Stone",378,"Ex","Y",1816,1816,"Ex",730,"Y",186,36,"20","RL","Norm","1Story",14,13
2288,"1Fam","Stone",302,"Gd","Y",1694,1694,"Gd",856,"Y",0,112,"20","RL","Norm","1Story",14,13
2289,"1Fam","None",0,"Gd","Y",2122,2122,"Gd",938,"Y",130,142,"20","RL","Norm","1Story",13,13
2290,"1Fam","BrkFace",456,"Ex","Y",1943,2656,"Ex",1040,"Y",268,58,"60","RL","Norm","2Story",13,13
2291,"1Fam","BrkFace",190,"Gd","Y",1148,2550,"Ex",670,"Y",120,39,"60","RL","Norm","2Story",14,13
2292,"1Fam","BrkFace",400,"Ex","Y",2046,2046,"Ex",878,"Y",188,65,"20","RL","Norm","1Story",15,14
2293,"1Fam","Stone",456,"Ex","Y",2552,2552,"Ex",932,"Y",130,28,"20","RL","Norm","1Story",13,13
2294,"1Fam","BrkFace",365,"Gd","Y",1722,2758,"Ex",814,"Y",282,55,"60","RL","Norm","2Story",15,14
2295,"1Fam","BrkFace",970,"Ex","Y",2290,2290,"Ex",1174,"Y",192,30,"20","RL","Norm","1Story",13,13
2296,"1Fam","None",0,"Gd","Y",1582,2152,"Gd",728,"Y",0,368,"60","RL","Norm","2Story",13,12
2297,"1Fam","Stone",120,"Ex","Y",958,2100,"Ex",786,"Y",172,104,"60","RL","Norm","2Story",13,13
2298,"1Fam","Stone",510,"Ex","Y",1802,1802,"Ex",843,"Y",158,105,"20","RL","Norm","1Story",14,14
2299,"1Fam","BrkFace",502,"Gd","Y",1718,2956,"Ex",916,"Y",194,50,"60","RL","Norm","2Story",16,16
2300,"1Fam","BrkFace",280,"Gd","Y",1217,2385,"Gd",818,"Y",192,228,"60","RL","Norm","2Story",17,17
2301,"1Fam","Stone",246,"Gd","Y",895,1818,"Ex",774,"Y",196,104,"60","RL","Norm","2Story",13,13
2302,"1Fam","BrkFace",210,"Gd","Y",1614,1614,"Gd",878,"Y",100,38,"20","RL","Norm","1Story",15,14
2303,"1Fam","BrkFace",210,"Gd","Y",1721,1721,"Gd",554,"Y",168,27,"20","RL","Norm","1Story",15,15
2304,"1Fam","None",0,"Gd","Y",1298,1828,"Gd",876,"Y",0,40,"60","RL","Norm","2Story",14,13
2305,"Twnhs","Stone",182,"Gd","Y",1302,1302,"Gd",631,"Y",110,50,"120","RL","Norm","1Story",15,14
2306,"Twnhs","Stone",182,"Gd","Y",1302,1302,"Gd",631,"Y",110,50,"120","RL","Norm","1Story",15,14
2307,"TwnhsE","Stone",256,"Gd","Y",1362,1362,"Gd",460,"Y",192,28,"120","RL","Norm","1Story",15,14
2308,"Twnhs","Stone",108,"Gd","Y",1554,1554,"Gd",627,"Y",156,73,"120","RL","Norm","1Story",14,14
2309,"TwnhsE","BrkFace",394,"Ex","Y",1577,1577,"Ex",564,"Y",203,39,"120","RL","Norm","1Story",15,15
2310,"TwnhsE","BrkFace",176,"Gd","Y",1324,1324,"Gd",550,"Y",0,38,"120","RL","Norm","1Story",14,14
2311,"TwnhsE","Stone",235,"Gd","Y",1405,1405,"Gd",478,"Y",136,36,"120","RL","Norm","1Story",17,17
2312,"1Fam","None",0,"Gd","Y",768,1496,"Gd",572,"Y",100,0,"60","RL","RRAn","2Story",13,13
2313,"1Fam","None",0,"Gd","Y",768,1536,"Gd",400,"Y",100,38,"60","RL","RRAn","2Story",15,14
2314,"1Fam","Stone",44,"TA","Y",608,1458,"Gd",454,"Y",100,33,"60","RL","RRAn","2Story",14,13
2315,"1Fam","None",0,"Gd","Y",738,1495,"Gd",440,"Y",100,30,"60","RL","Norm","2Story",14,14
2316,"1Fam","None",0,"Gd","Y",698,1746,"Gd",350,"Y",0,34,"60","RL","Norm","2Story",14,13
2317,"1Fam","None",0,"TA","Y",1326,1326,"Gd",388,"Y",120,23,"20","RL","Norm","1Story",15,15
2318,"1Fam","Stone",22,"Gd","Y",752,1504,"Gd",440,"Y",100,32,"60","RL","Norm","2Story",13,13
2319,"1Fam","Stone",16,"Gd","Y",728,1456,"Gd",400,"Y",100,24,"60","RL","Norm","2Story",13,13
2320,"1Fam","BrkFace",0,"Gd","Y",1258,1258,"Gd",462,"Y",0,0,"20","RL","Norm","1Story",13,13
2321,"TwnhsE","BrkFace",72,"Gd","Y",1589,1589,"Gd",630,"Y",143,20,"120","RL","Norm","1Story",17,17
2322,"1Fam","BrkFace",16,"Gd","Y",1266,1266,"Gd",388,"Y",100,16,"20","RL","Norm","1Story",13,13
2323,"1Fam","None",0,"Gd","Y",1119,1119,"Gd",437,"Y",100,24,"80","RL","Norm","SLvl",16,15
2324,"1Fam","None",0,"Gd","Y",744,1374,"Gd",400,"Y",100,0,"80","RL","Norm","SLvl",16,16
2325,"1Fam","None",0,"Gd","Y",1525,1525,"Gd",534,"Y",100,18,"20","RL","Norm","1Story",14,14
2326,"1Fam","None",0,"Gd","Y",754,1394,"Gd",400,"Y",100,0,"80","RL","Norm","SLvl",17,17
2327,"1Fam","BrkFace",16,"Gd","Y",847,1948,"Gd",434,"Y",0,48,"60","RL","Norm","2Story",17,17
2328,"1Fam","None",0,"Gd","Y",864,1995,"Gd",435,"Y",264,48,"60","RL","Norm","2Story",18,18
2329,"1Fam","None",0,"TA","Y",940,1690,"TA",442,"Y",0,50,"60","RL","Norm","2Story",20,20
2330,"1Fam","None",0,"TA","Y",961,1644,"TA",460,"Y",460,42,"60","RL","Norm","2Story",21,20
2331,"1Fam","BrkFace",515,"Gd","Y",1779,2551,"Gd",925,"Y",76,61,"60","RL","Norm","2Story",23,22
2332,"1Fam","BrkFace",422,"Gd","Y",1671,3078,"Gd",806,"Y",108,87,"60","RL","Norm","2Story",22,22
2333,"1Fam","None",0,"Gd","Y",1411,2582,"Gd",758,"Y",286,60,"60","RL","Norm","2Story",22,21
2334,"1Fam","BrkFace",275,"Gd","Y",1108,2385,"Gd",600,"Y",120,38,"60","RL","Norm","2Story",22,22
2335,"1Fam","BrkFace",309,"Gd","Y",1105,2202,"Gd",517,"Y",0,65,"60","RL","Norm","2Story",28,27
2336,"1Fam","BrkFace",526,"Gd","Y",1335,2538,"Gd",933,"Y",198,92,"60","RL","Norm","2Story",24,23
2337,"1Fam","None",0,"Gd","Y",1369,1369,"Gd",605,"Y",0,203,"20","RL","Feedr","1Story",13,13
2338,"1Fam","BrkFace",164,"Gd","Y",1542,1542,"Gd",852,"Y",168,110,"20","RL","Feedr","1Story",13,13
2339,"1Fam","BrkFace",248,"Gd","Y",1534,1534,"Gd",484,"Y",168,46,"20","RL","Norm","1Story",14,14
2340,"1Fam","BrkFace",754,"Ex","Y",1966,1966,"Ex",1092,"Y",76,52,"20","RL","Norm","1Story",13,13
2341,"1Fam","None",0,"Gd","Y",1528,1528,"Gd",480,"Y",0,228,"20","RL","Feedr","1Story",13,13
2342,"1Fam","BrkFace",148,"Gd","Y",1538,1538,"Gd",484,"Y",146,40,"20","RL","Norm","1Story",15,15
2343,"1Fam","BrkFace",143,"Gd","Y",1506,1506,"Gd",672,"Y",192,35,"20","RL","Norm","1Story",15,14
2344,"1Fam","None",0,"Gd","Y",982,1977,"Gd",574,"Y",240,53,"60","RL","Norm","2Story",14,14
2345,"1Fam","None",0,"Gd","Y",1302,1830,"Gd",859,"Y",0,40,"60","RL","Norm","2Story",14,14
2346,"1Fam","None",0,"Gd","Y",1338,1338,"Gd",598,"Y",0,141,"20","FV","Norm","1Story",13,13
2347,"1Fam","None",0,"Gd","Y",1335,1335,"Gd",575,"Y",0,210,"20","FV","Norm","1Story",14,13
2348,"1Fam","None",0,"Gd","Y",896,1792,"Gd",590,"Y",184,96,"60","FV","Norm","2Story",13,13
2349,"1Fam","None",0,"Gd","Y",725,1588,"Gd",561,"Y",0,0,"60","FV","Norm","2Story",13,13
2350,"1Fam","None",0,"Gd","Y",955,1880,"Ex",880,"Y",168,127,"60","FV","Norm","2Story",13,13
2351,"1Fam","None",0,"Ex","Y",1584,1584,"Ex",594,"Y",0,256,"20","FV","Norm","1Story",13,13
2352,"1Fam","BrkFace",298,"Gd","Y",1685,1685,"Gd",658,"Y",112,63,"20","FV","Norm","1Story",14,14
2353,"1Fam","BrkFace",353,"Gd","Y",1158,2443,"Gd",744,"Y",193,127,"60","FV","Norm","2Story",16,16
2354,"1Fam","None",0,"TA","Y",1100,1100,"TA",0,"Y",0,136,"20","RL","Norm","1Story",14,13
2355,"1Fam","None",0,"Gd","Y",1143,1143,"Gd",0,"Y",0,55,"20","RL","Norm","1Story",14,14
2356,"1Fam","BrkFace",126,"Gd","Y",1094,1094,"Gd",576,"Y",0,0,"20","RL","RRAe","1Story",17,16
2357,"1Fam","BrkFace",170,"Gd","Y",1486,1486,"Gd",566,"Y",0,32,"20","RL","Norm","1Story",14,14
2358,"1Fam","None",0,"Gd","Y",920,1820,"Gd",492,"Y",144,85,"60","RL","Norm","2Story",27,23
2359,"TwnhsE","None",0,"TA","Y",630,1266,"TA",283,"Y",340,0,"160","RL","Norm","2Story",40,40
2360,"1Fam","None",0,"TA","Y",894,894,"TA",308,"Y",192,0,"20","RL","Norm","1Story",43,43
2361,"1Fam","None",0,"TA","Y",1040,1040,"TA",686,"Y",188,0,"20","RL","Norm","1Story",52,52
2362,"1Fam","BrkFace",272,"Gd","Y",1271,2503,"Gd",564,"Y",0,99,"60","RL","Norm","2Story",30,30
2363,"1Fam","BrkFace",44,"TA","Y",1037,1037,"TA",431,"Y",136,47,"20","RL","RRAe","1Story",46,46
2364,"1Fam","None",0,"TA","Y",1055,1055,"Gd",542,"Y",455,0,"20","RL","RRAe","1Story",47,14
2365,"TwnhsE","None",0,"Gd","Y",1378,1378,"Gd",540,"Y",160,56,"120","FV","Norm","1Story",16,16
2366,"TwnhsE","Stone",30,"Gd","Y",1151,1151,"Gd",484,"Y",0,60,"120","FV","Norm","1Story",14,13
2367,"TwnhsE","Stone",36,"Gd","Y",1565,1565,"Gd",476,"Y",0,120,"120","FV","Norm","1Story",14,13
2368,"TwnhsE","None",0,"Gd","Y",1352,1352,"Gd",466,"Y",0,241,"120","FV","Norm","1Story",14,13
2369,"TwnhsE","None",0,"Gd","Y",1550,1550,"Gd",528,"Y",0,102,"120","FV","Norm","1Story",14,13
