"Id","BldgType","MasVnrType_clean","MasVnrArea_clean","ExterQual","CentralAir","1stFlrSF","GrLivArea","KitchenQual_clean","GarageArea_clean","PavedDrive","WoodDeckSF","OpenPorchSF","MSSubClass_agrup","MSZoning_agrup","Condition1","HouseStyle","antiguedad","reforma","averagePrice_surface"
618,"1Fam","None",0,"TA","Y",832,832,"Gd",528,"Y",0,0,"OTHERS","RL","Artery","1.5Unf",66,66,126.802884615385
619,"1Fam","BrkFace",452,"Ex","Y",1828,1828,"Gd",774,"Y",0,108,"20","RL","Norm","1Story",13,13,172.217177242888
620,"1Fam","Stone",226,"Gd","Y",1482,2262,"Gd",749,"Y",168,0,"60","RL","Norm","2Story",17,17,134.836427939876
621,"1Fam","None",0,"TA","N",864,864,"TA",0,"N",0,0,"30","RL","Norm","1Story",106,70,77.5462962962963
622,"1Fam","None",0,"TA","Y",1548,2614,"TA",624,"Y",38,243,"60","RL","Norm","2Story",46,23,91.8133129303749
623,"1Fam","BrkFace",153,"TA","Y",980,980,"TA",484,"Y",192,0,"20","RL","Norm","1Story",43,43,137.755102040816
624,"TwnhsE","BrkFace",513,"Gd","Y",756,1512,"Gd",440,"Y",0,32,"160","FV","Norm","2Story",20,20,111.441798941799
625,"1Fam","None",0,"TA","Y",1012,1790,"TA",484,"Y",148,0,"60","RL","Norm","2Story",48,48,92.2625698324022
626,"1Fam","BrkFace",261,"TA","Y",1116,1116,"TA",440,"Y",0,0,"20","RL","Norm","1Story",58,58,143.36917562724
627,"1Fam","None",0,"TA","Y",1422,1422,"TA",286,"Y",0,0,"20","RL","Norm","1Story",60,42,98.3825597749648
628,"1Fam","BrkFace",164,"TA","Y",1520,1520,"TA",364,"Y",0,0,"80","RL","Norm","SLvl",65,48,100.657894736842
629,"1Fam","BrkFace",192,"TA","Y",1040,2080,"Fa",504,"Y",335,0,"60","RL","Norm","2Story",51,51,64.9038461538462
630,"1Fam","BrkFace",259,"TA","Y",1350,1350,"TA",520,"Y",176,0,"80","RL","Feedr","SLvl",56,56,124.814814814815
631,"1Fam","None",0,"TA","Y",1089,1750,"Ex",240,"N",0,0,"70","RM","Artery","2Story",140,29,70.8571428571429
632,"Twnhs","Stone",108,"Gd","Y",1554,1554,"Gd",627,"Y",156,73,"120","RL","Norm","1Story",14,14,134.813384813385
633,"1Fam","BrkFace",209,"TA","Y",1411,1411,"TA",544,"Y",192,0,"20","RL","Norm","1Story",43,43,58.4691708008505
634,"1Fam","None",0,"TA","Y",1056,1056,"TA",260,"Y",390,0,"20","RL","Norm","1Story",66,15,132.007575757576
635,"Duplex","None",0,"TA","Y",1056,1056,"TA",576,"Y",264,56,"90","RL","Norm","SFoyer",40,40,136.363636363636
636,"2fmCon","None",0,"Fa","Y",1440,3395,"Fa",0,"N",0,110,"190","OTHER","Feedr","2.5Fin",106,25,58.9101620029455
637,"1Fam","None",0,"Fa","N",800,800,"Fa",0,"N",0,0,"30","RM","Norm","1Story",84,70,75
638,"2fmCon","None",0,"TA","Y",811,1387,"Gd",256,"Y",0,0,"190","RM","Norm","1.5Fin",66,66,67.0511896178803
639,"1Fam","None",0,"TA","Y",796,796,"TA",0,"P",328,0,"30","RL","Feedr","1Story",110,70,106.78391959799
640,"TwnhsE","None",0,"Gd","Y",1567,1567,"Ex",648,"Y",312,0,"120","RL","Norm","1Story",14,14,168.832801531589
641,"TwnhsE","BrkFace",472,"Ex","Y",1518,1518,"Ex",588,"Y",185,140,"120","RL","Norm","1Story",17,16,180.500658761528
642,"1Fam","None",0,"Gd","Y",1057,1929,"Gd",650,"Y",0,235,"60","FV","Norm","2Story",19,19,117.159149818559
643,"1Fam","None",0,"Gd","Y",2000,2704,"Ex",538,"Y",269,111,"80","RL","Norm","SLvl",48,25,127.58875739645
644,"1Fam","BrkFace",263,"TA","Y",780,1620,"TA",462,"Y",208,0,"60","RL","RRAn","2Story",51,51,93.8271604938272
645,"1Fam","Stone",162,"Ex","Y",1766,1766,"Ex",478,"Y",195,130,"20","FV","Norm","1Story",11,11,197.01709064438
646,"1Fam","None",0,"TA","Y",981,981,"TA",576,"Y",0,312,"20","RL","Norm","1Story",49,49,146.024464831804
647,"1Fam","None",0,"TA","Y",1048,1048,"TA",420,"Y",0,27,"20","RL","Norm","1Story",70,70,93.7977099236641
648,"1Fam","Stone",216,"TA","Y",1094,1094,"TA",495,"Y",0,0,"20","RL","Norm","1Story",67,67,141.681901279707
649,"1Fam","BrkFace",351,"TA","Y",1051,1839,"TA",442,"Y",0,124,"60","RL","PosN","2Story",54,54,84.2849374660141
650,"Twnhs","None",0,"TA","Y",630,630,"TA",0,"Y",0,0,"OTHERS","RM","Norm","SFoyer",50,50,134.126984126984
651,"1Fam","None",0,"Gd","Y",822,1665,"Gd",562,"Y",0,0,"60","FV","Norm","2Story",13,13,123.693693693694
652,"1Fam","None",0,"TA","Y",755,1510,"TA",296,"P",120,0,"70","RL","Artery","2Story",80,70,71.523178807947
653,"1Fam","None",0,"Gd","Y",909,1716,"Gd",512,"Y",0,120,"60","RL","Norm","2Story",24,24,111.305361305361
654,"1Fam","None",0,"TA","Y",756,1469,"TA",216,"Y",57,0,"50","RM","Norm","1.5Fin",114,25,91.8992511912866
655,"1Fam","BrkFace",660,"Gd","Y",2113,2113,"Gd",839,"Y",236,46,"20","RL","Norm","1Story",25,25,165.641268338855
656,"Twnhs","BrkFace",381,"TA","Y",525,1092,"TA",264,"Y",0,0,"160","RM","Norm","2Story",49,49,80.5860805860806
657,"1Fam","BrkFace",54,"Gd","Y",1053,1053,"Gd",312,"Y",0,0,"20","RL","Norm","1Story",61,14,138.176638176638
658,"1Fam","None",0,"TA","Y",851,1502,"TA",270,"P",0,0,"70","RL","Norm","2Story",89,20,99.2010652463382
659,"1Fam","None",0,"TA","Y",912,1458,"TA",330,"Y",192,0,"50","RL","Artery","1.5Fin",72,70,66.8724279835391
660,"1Fam","None",0,"TA","Y",1486,1486,"TA",480,"Y",0,0,"20","RL","Norm","1Story",56,21,112.382234185734
661,"1Fam","BrkFace",233,"TA","Y",1142,1935,"TA",550,"Y",0,113,"60","RL","Norm","2Story",44,44,102.273901808786
662,"1Fam","BrkFace",528,"Gd","Y",1686,2448,"Gd",711,"Y",517,76,"60","RL","Norm","2Story",26,15,164.21568627451
663,"1Fam","BrkFace",216,"TA","Y",1392,1392,"TA",576,"Y",0,0,"20","RL","Norm","1Story",52,52,79.0229885057471
664,"1Fam","None",0,"TA","Y",1181,1181,"TA",588,"Y",0,0,"OTHERS","RL","Norm","SFoyer",48,48,116.426756985605
665,"1Fam","None",0,"Gd","Y",2097,2097,"Ex",1134,"Y",192,267,"20","RL","RRAn","1Story",15,14,197.01709064438
666,"1Fam","BrkFace",40,"Gd","Y",1454,1936,"Gd",504,"Y",188,124,"60","RL","Norm","2Story",20,20,119.059917355372
667,"1Fam","BrkCmn",113,"TA","Y",1465,2380,"TA",596,"Y",0,265,"60","RL","Norm","2Story",55,41,54.2016806722689
668,"1Fam","BrkFace",258,"TA","Y",1679,1679,"Gd",575,"Y",224,42,"20","RL","Norm","1Story",26,22,115.24717093508
669,"1Fam","None",0,"TA","Y",1437,1437,"TA",576,"Y",304,0,"20","RL","Norm","1Story",64,33,116.910229645094
670,"1Fam","None",0,"TA","Y",1180,1180,"Fa",252,"Y",0,0,"30","RL","Norm","1Story",98,70,116.525423728814
671,"1Fam","None",0,"Gd","Y",738,1476,"Gd",540,"Y",100,35,"60","RL","Norm","2Story",15,15,117.547425474255
672,"1Fam","None",0,"TA","N",697,1369,"TA",300,"Y",147,0,"70","OTHER","Artery","2Story",95,70,75.6756756756757
673,"1Fam","None",0,"Gd","Y",1208,1208,"TA",546,"Y",198,42,"20","RL","Norm","1Story",43,43,136.58940397351
674,"1Fam","BrkFace",106,"TA","Y",1839,1839,"Gd",416,"Y",0,87,"20","RL","Norm","1Story",63,16,140.021750951604
675,"1Fam","None",0,"TA","Y",1136,1136,"TA",384,"Y",426,0,"20","RL","Norm","1Story",55,55,123.239436619718
676,"Twnhs","None",0,"TA","Y",855,1441,"TA",440,"Y",28,0,"160","RL","Norm","2Story",42,42,103.053435114504
677,"1Fam","None",0,"TA","N",1095,1774,"TA",779,"N",0,0,"70","RM","Norm","2Story",120,70,49.0417136414882
678,"1Fam","None",0,"Gd","Y",792,792,"Gd",240,"N",316,0,"30","RL","Norm","1Story",96,14,138.257575757576
679,"1Fam","Stone",464,"Gd","Y",2046,2046,"Gd",834,"Y",322,82,"20","RL","Norm","1Story",12,12,182.062561094819
680,"1Fam","BrkFace",57,"TA","Y",988,988,"TA",572,"Y",0,0,"20","RL","Norm","1Story",59,59,130.060728744939
681,"TwnhsE","None",0,"TA","Y",923,923,"TA",264,"Y",80,0,"120","RL","Norm","1Story",40,40,154.929577464789
682,"1Fam","None",0,"TA","Y",848,1520,"TA",281,"Y",0,0,"50","OTHER","Norm","1.5Fin",88,20,104.890789473684
683,"1Fam","None",0,"TA","Y",1291,1291,"Gd",431,"Y",307,0,"120","RL","Norm","1Story",24,23,134.004647560031
684,"1Fam","Stone",215,"Gd","Y",1668,1668,"Gd",702,"Y",257,45,"20","RL","Norm","1Story",18,18,170.863309352518
685,"1Fam","BrkFace",30,"Gd","Y",1195,1839,"TA",486,"Y",0,81,"60","RL","Norm","2Story",22,22,120.174007612833
686,"TwnhsE","None",0,"Gd","Y",1190,2090,"Gd",577,"Y",219,0,"160","RL","Norm","2Story",36,36,99.2822966507177
687,"1Fam","None",0,"Gd","Y",874,1761,"Gd",578,"Y",144,105,"60","FV","Norm","2Story",13,13,129.400908574673
688,"TwnhsE","None",0,"Gd","Y",551,1102,"Gd",480,"Y",0,60,"160","FV","Norm","2Story",16,16,135.02722323049
689,"1Fam","BrkFace",0,"Gd","Y",1419,1419,"Gd",567,"Y",140,0,"20","RL","Norm","1Story",13,13,197.01709064438
690,"TwnhsE","Stone",256,"Gd","Y",1362,1362,"Gd",460,"Y",192,28,"120","RL","Norm","1Story",15,14,142.95154185022
691,"TwnhsE","BrkFace",147,"Gd","Y",848,848,"Gd",420,"Y",149,0,"120","RM","Norm","1Story",16,16,166.27358490566
692,"1Fam","BrkFace",1170,"Ex","Y",2444,4316,"Ex",832,"Y",382,50,"60","RL","Norm","2Story",26,25,174.930491195551
693,"1Fam","BrkFace",293,"Gd","Y",1238,2519,"Gd",628,"Y",320,27,"60","RL","Norm","2Story",31,30,132.989281460897
694,"1Fam","None",0,"TA","Y",1073,1073,"TA",326,"Y",0,0,"30","RL","Norm","1Story",99,52,101.099720410065
695,"1Fam","None",0,"TA","Y",1067,1539,"TA",576,"Y",112,0,"50","RM","Norm","1.5Fin",84,70,91.9428200129955
696,"1Fam","BrkFace",72,"TA","Y",1137,1137,"Gd",551,"Y",125,0,"20","RL","Norm","1Story",33,33,154.793315743184
697,"1Fam","None",0,"TA","Y",616,616,"TA",205,"Y",0,0,"30","RM","Norm","1Story",99,70,144.480519480519
698,"1Fam","None",0,"TA","Y",1148,1148,"TA",308,"Y",0,0,"20","RL","Norm","1Story",68,68,107.578397212544
699,"1Fam","None",0,"TA","Y",894,894,"TA",336,"Y",416,144,"20","RL","RRAe","1Story",55,11,154.921700223714
700,"TwnhsE","None",0,"Gd","Y",1391,1391,"Gd",530,"Y",156,158,"120","FV","Norm","1Story",16,16,140.905823148814
701,"1Fam","BrkFace",630,"Gd","Y",1800,1800,"Gd",765,"Y",270,78,"20","RL","Norm","1Story",18,18,173.611111111111
702,"1Fam","BrkFace",168,"TA","Y",1164,1164,"TA",528,"Y",0,0,"20","RL","Norm","1Story",51,51,120.274914089347
703,"1Fam","BrkFace",466,"Ex","Y",1264,2576,"Ex",666,"Y",324,100,"60","RL","Norm","2Story",14,14,140.49650621118
704,"2fmCon","None",0,"TA","Y",1032,1812,"Gd",672,"N",344,0,"190","RM","Feedr","2Story",120,24,77.2626931567329
705,"1Fam","BrkFace",109,"Gd","Y",1484,1484,"Gd",606,"Y",0,35,"20","RL","Norm","1Story",16,15,143.530997304582
706,"2fmCon","None",0,"Fa","N",372,1092,"Fa",0,"N",0,0,"190","RM","Norm","2Story",90,70,50.3663003663004
707,"1Fam","Stone",351,"TA","Y",1824,1824,"Gd",739,"Y",380,48,"20","RL","Norm","1Story",49,18,165.570175438596
708,"TwnhsE","BrkFace",176,"Gd","Y",1324,1324,"Gd",550,"Y",192,38,"120","RL","Norm","1Story",14,14,191.842900302115
709,"1Fam","None",0,"Gd","Y",728,1456,"Gd",400,"Y",100,24,"60","RL","Norm","2Story",13,13,123.31043956044
710,"1Fam","BrkCmn",41,"TA","Y",904,904,"TA",408,"Y",0,0,"20","RL","Norm","1Story",54,54,121.570796460177
711,"1Fam","None",0,"Gd","Y",729,729,"TA",0,"N",0,0,"30","RL","Norm","1Story",85,17,71.3305898491084
712,"1Fam","None",0,"TA","Y",859,1178,"TA",384,"N",68,0,"50","OTHER","Norm","1.5Fin",120,70,87.2461799660441
713,"TwnhsE","None",0,"Gd","Y",1228,1228,"Gd",472,"Y",168,120,"120","RL","Norm","1Story",32,31,153.908794788274
714,"2fmCon","BrkFace",160,"TA","N",960,960,"TA",576,"Y",0,288,"190","RL","RRAn","1Story",50,50,134.375
715,"1Fam","BrkFace",289,"Gd","Y",725,1479,"Gd",475,"Y",0,44,"60","RL","RRAe","2Story",44,15,88.2352941176471
716,"1Fam","BrkFace",174,"TA","Y",1350,1350,"TA",478,"Y",0,0,"20","RL","Norm","1Story",46,46,122.222222222222
717,"1Fam","None",0,"TA","Y",1576,2554,"TA",704,"P",0,48,"70","RM","Norm","2Story",130,22,62.451057165231
718,"1Fam","None",0,"TA","Y",1178,1178,"Gd",439,"Y",224,0,"20","RL","Norm","1Story",47,20,133.276740237691
719,"1Fam","BrkFace",651,"Gd","Y",1325,2418,"Gd",983,"Y",250,154,"60","RL","Norm","2Story",27,26,141.025641025641
720,"1Fam","None",0,"TA","Y",971,971,"TA",300,"Y",0,0,"20","RL","Norm","1Story",51,51,132.337796086509
721,"1Fam","None",0,"Gd","Y",1742,1742,"Gd",564,"Y",114,28,"120","RL","Norm","1Story",35,35,157.864523536165
722,"TwnhsE","BrkFace",169,"Gd","Y",848,848,"Gd",420,"Y",160,0,"120","RM","Norm","1Story",16,16,168.632075471698
723,"1Fam","None",0,"TA","Y",864,864,"TA",463,"Y",0,0,"20","RL","Norm","1Story",50,50,144.097222222222
724,"1Fam","None",0,"TA","Y",997,1470,"TA",548,"Y",0,0,"50","RL","Norm","1.5Fin",66,48,91.8367346938775
725,"1Fam","Stone",340,"Ex","Y",1698,1698,"Ex",768,"Y",327,64,"20","RL","Norm","1Story",13,12,188.457008244994
726,"1Fam","None",0,"TA","Y",864,864,"Gd",660,"Y",96,0,"20","RL","Norm","1Story",50,50,139.467592592593
727,"1Fam","BrkFace",260,"Gd","Y",1680,1680,"Gd",540,"Y",292,44,"20","RL","Norm","1Story",32,13,132.142857142857
728,"1Fam","Stone",82,"Gd","Y",1232,1232,"Gd",632,"Y",132,0,"20","RL","Norm","1Story",13,13,157.873376623377
729,"Duplex","BrkFace",95,"TA","Y",1776,1776,"TA",888,"Y",0,25,"90","RL","Norm","1Story",62,62,61.9369369369369
730,"1Fam","None",0,"TA","Y",848,1208,"TA",539,"Y",0,23,"30","RM","Norm","1.5Fin",95,70,85.2649006622517
731,"TwnhsE","None",0,"Gd","Y",1616,1616,"Gd",608,"Y",237,152,"120","RL","Norm","1Story",25,24,146.34900990099
732,"1Fam","BrkFace",442,"Gd","Y",1146,1146,"Gd",438,"Y",160,22,"80","RL","Norm","SLvl",17,17,163.612565445026
733,"1Fam","BrkFace",202,"Gd","Y",1153,2031,"Gd",541,"Y",192,84,"60","RL","Norm","2Story",22,21,109.551944854751
734,"1Fam","None",0,"TA","Y",1144,1144,"TA",264,"Y",165,0,"20","RL","Feedr","1Story",59,37,114.86013986014
735,"1Fam","None",0,"TA","Y",948,948,"TA",300,"Y",147,0,"20","RL","Norm","1Story",52,52,113.924050632911
736,"1Fam","None",0,"TA","N",880,1768,"TA",320,"N",0,341,"OTHERS","RM","Norm","2.5Unf",106,50,92.1945701357466
737,"Duplex","None",0,"TA","N",1040,1040,"TA",400,"Y",0,0,"90","RL","Norm","1Story",70,70,89.9038461538462
738,"1Fam","None",0,"Gd","Y",901,1801,"Gd",800,"Y",0,116,"60","RL","Norm","2Story",15,15,133.203775680178
739,"Duplex","None",0,"TA","Y",1200,1200,"TA",0,"Y",120,0,"90","RL","Norm","1Story",33,32,149.166666666667
740,"1Fam","None",0,"Gd","Y",864,1728,"Gd",572,"Y",187,56,"60","RL","Norm","2Story",16,16,109.953703703704
741,"1Fam","None",0,"TA","Y",768,1432,"TA",360,"Y",270,0,"70","RM","Norm","2Story",110,18,92.1787709497207
742,"1Fam","None",0,"TA","Y",912,912,"Gd",288,"Y",168,0,"20","RL","Feedr","1Story",59,24,155.701754385965
743,"1Fam","BrkFace",108,"TA","Y",1349,1349,"TA",539,"Y",120,55,"20","RL","Norm","1Story",20,19,132.690882134915
744,"1Fam","None",0,"TA","Y",1464,1464,"TA",480,"Y",302,0,"80","RL","Norm","SLvl",57,21,119.535519125683
745,"TwnhsE","None",0,"Gd","Y",1337,1337,"Gd",462,"Y",96,0,"120","RL","Norm","1Story",27,27,134.629768137622
746,"1Fam","BrkFace",289,"Ex","Y",1175,2715,"Gd",831,"Y",0,204,"60","RL","Norm","2Story",44,24,110.423572744015
747,"1Fam","None",0,"Gd","Y",980,2256,"Gd",554,"Y",224,54,"60","RL","Norm","2Story",20,20,104.609929078014
748,"1Fam","None",0,"Gd","N",1320,2640,"Gd",864,"N",181,0,"70","RM","Norm","2Story",140,17,100.749621212121
749,"1Fam","BrkFace",338,"Gd","Y",1720,1720,"Gd",527,"Y",240,56,"20","RL","Norm","1Story",24,24,151.395348837209
750,"1Fam","None",0,"TA","N",1088,1529,"TA",240,"N",92,0,"50","RL","Norm","1.5Fin",75,70,64.0941792020929
751,"1Fam","None",0,"TA","Y",792,1140,"TA",0,"N",0,160,"50","RM","Norm","1.5Fin",110,16,84.6491228070175
752,"1Fam","None",0,"Gd","Y",660,1320,"Gd",400,"Y",0,48,"60","RL","RRAn","2Story",17,17,122.727272727273
753,"1Fam","None",0,"TA","Y",1494,1494,"Gd",576,"Y",168,27,"20","RL","Norm","1Story",23,23,145.24765729585
754,"1Fam","BrkFace",178,"Gd","Y",1038,2098,"Ex",878,"Y",192,52,"60","RL","Norm","2Story",15,15,131.315538608198
755,"1Fam","None",0,"TA","Y",1026,1026,"Gd",440,"Y",171,48,"20","RL","Norm","1Story",51,15,152.046783625731
756,"TwnhsE","BrkFace",894,"TA","Y",742,1471,"TA",440,"Y",0,24,"160","FV","Norm","2Story",21,21,117.267165193746
757,"1Fam","None",0,"Gd","Y",866,1768,"Gd",578,"Y",144,105,"60","RL","Norm","2Story",13,13,119.909502262443
758,"1Fam","BrkCmn",328,"TA","Y",672,1386,"TA",440,"Y",335,0,"60","RL","Norm","2Story",42,42,114.646464646465
759,"Twnhs","BrkFace",360,"TA","Y",757,1501,"TA",440,"Y",0,0,"160","FV","Norm","2Story",21,21,119.520319786809
760,"1Fam","BrkFace",513,"Gd","Y",1328,2531,"Gd",752,"Y",222,98,"60","RL","Norm","2Story",25,25,114.579217700514
761,"1Fam","None",0,"TA","Y",864,864,"TA",300,"Y",0,0,"20","RL","Norm","1Story",61,61,147.569444444444
762,"1Fam","None",0,"TA","Y",1301,1301,"Fa",440,"Y",0,0,"30","RM","Feedr","1Story",96,70,76.8639508070715
763,"1Fam","None",0,"TA","Y",764,1547,"Gd",614,"Y",169,45,"60","FV","Norm","2Story",11,11,139.107950872657
764,"1Fam","BrkFace",673,"Gd","Y",1268,2365,"Gd",856,"Y",0,128,"60","RL","Norm","2Story",21,21,142.494714587738
765,"TwnhsE","None",0,"Gd","Y",1494,1494,"Ex",481,"Y",0,30,"120","RL","Norm","1Story",25,24,180.722891566265
766,"1Fam","Stone",284,"Gd","Y",1506,1506,"Ex",592,"Y",0,174,"20","RL","Norm","1Story",12,12,175.386454183267
767,"1Fam","BrkFace",42,"TA","Y",980,1714,"TA",496,"Y",228,66,"60","RL","Norm","2Story",32,32,114.644107351225
768,"1Fam","None",0,"TA","Y",983,1750,"TA",423,"Y",245,0,"50","RL","Norm","1.5Fin",80,35,91.4285714285714
769,"1Fam","None",0,"Gd","Y",1836,1836,"Gd",484,"Y",120,33,"20","RL","Norm","1Story",16,15,118.102941176471
770,"1Fam","BrkFace",603,"Ex","Y",1690,3279,"Ex",841,"Y",503,36,"60","RL","Norm","2Story",17,17,164.074412930772
771,"1Fam","None",0,"TA","Y",858,858,"TA",576,"Y",120,0,"OTHERS","RL","Norm","SFoyer",38,38,157.226107226107
772,"1Fam","None",0,"TA","Y",1220,1220,"TA",396,"Y",0,0,"20","RL","Norm","1Story",69,69,83.6065573770492
773,"1Fam","None",0,"TA","Y",1117,1117,"TA",672,"Y",144,0,"80","RL","Norm","SLvl",44,44,95.7923008057296
774,"1Fam","None",0,"TA","Y",912,912,"TA",275,"Y",0,0,"20","RL","Feedr","1Story",62,62,125.548245614035
775,"1Fam","BrkFace",375,"Gd","Y",1973,1973,"Gd",895,"Y",315,45,"20","RL","Norm","1Story",14,14,197.01709064438
776,"TwnhsE","BrkFace",320,"TA","Y",1204,1204,"TA",412,"Y",0,247,"120","RM","Norm","1Story",22,22,134.551495016611
777,"1Fam","BrkFace",240,"Gd","Y",1614,1614,"Gd",865,"Y",144,59,"20","RL","Norm","1Story",15,14,137.23667905824
778,"1Fam","None",0,"TA","Y",894,894,"TA",440,"Y",241,0,"20","RL","Norm","1Story",46,46,159.395973154362
779,"Duplex","BrkFace",320,"TA","Y",2020,2020,"TA",630,"Y",0,0,"90","OTHER","Feedr","1Story",43,43,71.2871287128713
780,"Duplex","BrkFace",90,"TA","Y",1004,1004,"TA",504,"Y",0,0,"90","RL","Norm","SFoyer",43,43,134.462151394422
781,"1Fam","BrkFace",38,"TA","Y",1253,1253,"TA",402,"Y",220,21,"20","RL","Norm","1Story",25,24,140.462889066241
782,"1Fam","None",0,"Gd","Y",810,1603,"Gd",484,"Y",0,124,"60","RL","Norm","2Story",28,28,109.731752963194
783,"1Fam","None",0,"Gd","Y",1430,1430,"Gd",605,"Y",0,33,"20","RL","Norm","1Story",19,18,130.839160839161
784,"1Fam","BrkFace",104,"TA","Y",1110,1110,"Gd",602,"Y",303,30,"OTHERS","RL","Norm","SFoyer",42,42,149.099099099099
785,"1Fam","None",0,"TA","Y",742,1484,"TA",0,"Y",0,291,"OTHERS","RM","Norm","2.5Unf",106,19,86.2533692722372
786,"1Fam","None",0,"TA","Y",1342,1342,"TA",457,"Y",0,0,"20","RL","Feedr","1Story",53,53,120.342771982116
787,"1Fam","None",0,"TA","Y",966,1652,"TA",416,"Y",0,0,"50","RM","Artery","1.5Fin",105,70,84.1404358353511
788,"1Fam","None",0,"Gd","Y",956,2084,"Gd",618,"Y",0,45,"60","RL","Norm","2Story",16,16,111.804222648752
789,"1Fam","None",0,"TA","Y",901,901,"TA",281,"Y",0,0,"20","RM","Norm","1Story",66,20,119.755826859045
790,"1Fam","BrkFace",157,"TA","Y",976,2087,"Gd",444,"Y",133,168,"60","RL","Norm","2Story",54,13,89.8418782942022
791,"TwnhsE","BrkFace",11,"Gd","Y",1145,1145,"Gd",397,"Y",100,16,"120","RL","Norm","1Story",15,14,139.912663755459
792,"1Fam","None",0,"TA","Y",1062,1062,"TA",539,"Y",120,0,"80","RL","Norm","SLvl",44,44,138.229755178908
793,"1Fam","None",0,"Gd","Y",1127,2013,"TA",455,"Y",180,130,"60","RL","Norm","2Story",24,23,134.023845007452
794,"1Fam","Stone",140,"Gd","Y",1496,1496,"Gd",474,"Y",168,130,"20","RL","Norm","1Story",13,13,150.401069518717
795,"1Fam","None",0,"Gd","Y",1086,1895,"Gd",409,"Y",143,46,"60","RL","Norm","2Story",26,24,102.638522427441
796,"1Fam","BrkFace",130,"TA","Y",888,1564,"TA",476,"Y",0,50,"60","RL","Norm","2Story",40,39,109.335038363171
797,"1Fam","BrkFace",148,"TA","Y",1285,1285,"TA",528,"Y",138,0,"20","RL","Norm","1Story",43,43,111.673151750973
798,"1Fam","None",0,"TA","Y",773,773,"TA",240,"Y",0,0,"20","RL","Norm","1Story",67,67,142.302716688228
799,"1Fam","Stone",860,"Ex","Y",1966,3140,"Ex",820,"Y",144,78,"60","RL","Norm","2Story",12,11,154.458598726115
800,"1Fam","BrkFace",252,"TA","Y",981,1768,"Gd",240,"Y",0,0,"50","RL","Feedr","1.5Fin",83,70,98.9819004524887
801,"1Fam","None",0,"TA","Y",616,1688,"Gd",603,"Y",403,114,"60","RL","Feedr","2Story",23,23,118.483412322275
802,"1Fam","None",0,"TA","Y",1196,1196,"TA",440,"Y",0,0,"30","RM","Norm","1Story",104,30,91.8896321070234
803,"1Fam","None",0,"Gd","Y",728,1456,"Gd",410,"Y",36,18,"60","RL","Norm","2Story",15,15,129.807692307692
804,"1Fam","Stone",424,"Ex","Y",1734,2822,"Ex",1020,"Y",52,170,"60","RL","Norm","2Story",12,11,197.01709064438
805,"1Fam","None",0,"TA","Y",1128,1128,"TA",286,"Y",0,0,"20","RL","Norm","1Story",66,66,104.609929078014
806,"1Fam","Stone",256,"Gd","Y",1428,1428,"Ex",554,"Y",0,60,"20","RL","Norm","1Story",12,12,159.439775910364
807,"1Fam","None",0,"TA","Y",980,980,"TA",384,"Y",68,0,"80","RL","Norm","SLvl",53,53,138.265306122449
808,"1Fam","None",0,"TA","Y",1072,1576,"Gd",528,"Y",0,312,"70","RL","Norm","2Story",97,16,141.814720812183
809,"1Fam","BrkFace",1047,"TA","Y",1086,1086,"TA",484,"Y",0,0,"80","RL","Norm","SLvl",54,54,147.283609576427
810,"1Fam","None",0,"TA","N",1075,2138,"TA",360,"N",40,156,"OTHERS","RM","Norm","2.5Unf",122,55,49.5790458372311
811,"1Fam","BrkFace",99,"TA","Y",1309,1309,"Gd",484,"Y",265,0,"20","RL","Norm","1Story",46,21,138.273491214668
812,"TwnhsE","BrkFace",169,"Gd","Y",848,848,"Gd",420,"Y",140,0,"120","RM","Norm","1Story",16,16,170.400943396226
813,"1Fam","None",0,"Fa","N",1044,1044,"Fa",504,"N",0,0,"20","OTHER","Norm","1Story",68,68,53.6331417624521
814,"1Fam","BrkFace",243,"TA","Y",1442,1442,"TA",301,"Y",0,0,"20","RL","Norm","1Story",62,62,109.500693481276
815,"1Fam","None",0,"TA","Y",686,1250,"Fa",280,"P",207,0,"50","RL","Norm","1.5Fin",102,70,92.8
816,"1Fam","BrkFace",442,"TA","Y",1661,1661,"Gd",598,"Y",0,34,"20","RL","Norm","1Story",22,22,135.400361228176
817,"1Fam","None",0,"TA","Y",1008,1008,"TA",275,"Y",0,0,"20","RL","Norm","1Story",66,66,135.912698412698
818,"1Fam","BrkFace",148,"Gd","Y",1689,1689,"Gd",857,"Y",150,59,"20","RL","Norm","1Story",18,18,160.449970396684
819,"1Fam","BrkFace",80,"TA","Y",1052,1052,"TA",440,"Y",0,0,"80","RL","Norm","SLvl",49,49,147.338403041825
820,"TwnhsE","Stone",128,"Gd","Y",1358,1358,"Gd",484,"Y",192,35,"120","RL","Norm","1Story",11,10,164.948453608247
821,"1Fam","None",0,"Gd","Y",798,1640,"Gd",595,"Y",0,45,"60","RL","Norm","2Story",17,17,111.585365853659
822,"2fmCon","None",0,"Fa","N",936,936,"TA",576,"Y",0,32,"20","RM","Norm","1Story",67,67,99.3589743589744
823,"1Fam","None",0,"Gd","Y",847,1733,"Gd",433,"Y",100,48,"60","RL","Norm","2Story",17,17,129.832660126948
