"Id","BldgType","MasVnrType_clean","MasVnrArea_clean_scale","ExterQual","CentralAir","1stFlrSF_scale","GrLivArea_scale","KitchenQual_clean","GarageArea_clean_scale","PavedDrive","WoodDeckSF_scale","OpenPorchSF_scale","MSSubClass_agrup","MSZoning_agrup","Condition1","HouseStyle","antiguedad_scale","reforma_scale","averagePrice_surface"
1264,"1Fam","None",-0.567590011190771,"TA","Y",-0.265468100071666,0.587150940554482,"TA",0.21991954295362,"N",-0.751918199272585,-0.704241947620518,"70","RL","Norm","2Story",1.73055571562211,1.68878984799844,98.9583333333333
1265,"TwnhsE","None",-0.567590011190771,"Gd","Y",0.451057471597058,-0.339620096696186,"Gd",0.177825079896466,"Y",0.396967911725971,0.322079768070942,"120","OTHER","Norm","1Story",-0.885086803016802,-0.68461942682885,135.377711293942
1266,"TwnhsE","BrkFace",0.639940143294698,"Gd","Y",-1.1630651158444,-0.120772726503523,"Gd",0.154439267086936,"Y",-0.751918199272585,-0.191081089774788,"160","FV","Norm","2Story",-0.918196201986915,-0.68461942682885,126.652892561983
1267,"2fmCon","None",-0.567590011190771,"Fa","N",-0.513794651985737,0.710847280228595,"TA",-0.771638920170453,"N",-0.751918199272585,-0.704241947620518,"190","RM","Feedr","2.5Unf",2.02854030635312,1.68878984799844,64.5844362096347
1268,"1Fam","None",-0.567590011190771,"Ex","Y",2.2126239492375,0.956336938966452,"Ex",1.27695828194438,"Y",0.396967911725971,0.442823499328761,"20","RL","Norm","1Story",-1.21618079271793,-1.16898866658952,187.561942517344
1269,"1Fam","BrkFace",2.93313961098729,"TA","Y",2.08328720344892,3.67575339118658,"Gd",2.53043784853519,"Y",1.75329179276593,-0.52312635073379,"50","RL","Norm","1.5Fin",1.2008053321003,-0.587745578876716,110.53089643168
1270,"1Fam","BrkFace",0.429453235632094,"TA","Y",-0.746600794405178,0.0162447574431872,"TA",-0.738898782237111,"Y",-0.751918199272585,-0.704241947620518,"50","RL","Feedr","1.5Fin",0.439289155787708,1.3012944561899,94.488188976378
1271,"1Fam","None",-0.567590011190771,"Gd","Y",0.4381237970182,0.0162447574431872,"Gd",0.528612272039416,"Y",1.38628650730806,-0.704241947620518,"OTHERS","RL","Norm","1Story",-0.25600822258466,0.284119052692492,170.603674540682
1272,"1Fam","None",-0.567590011190771,"TA","Y",0.844241178794337,-0.0503609639197971,"Gd",-0.0513558856369282,"Y",-0.751918199272585,-0.704241947620518,"20","RL","PosN","1Story",0.108195166086581,0.816925216429231,124.748153122901
1273,"1Fam","BrkFace",0.0638707117970431,"TA","Y",-0.588809964543113,-1.10463438206532,"TA",-0.865182171408573,"Y",0.684189439475609,-0.704241947620518,"20","RL","Norm","1Story",0.207523362996919,0.962235988357433,146.524064171123
1274,"1Fam","BrkFace",-0.102303162673434,"TA","Y",0.50279216991249,-0.301559684488767,"Ex",-0.752930269922829,"Y",-0.751918199272585,-0.704241947620518,"80","RL","Norm","SLvl",0.406179756817595,-1.02367789466132,130.434782608696
1275,"1Fam","None",-0.567590011190771,"TA","Y",-1.29757533146452,-0.505182889798462,"TA",0.369588744934612,"Y",1.17884873726665,-0.704241947620518,"50","RL","Norm","1.5Fin",2.02854030635312,-0.878367122733119,111.2
1276,"Duplex","Stone",2.57309621630125,"TA","Y",-0.606917108953514,0.769840919150096,"TA",-0.341339964475101,"Y",-0.751918199272585,-0.704241947620518,"90","RL","Feedr","2Story",0.770383145488836,1.68878984799844,71.3541666666667
1277,"1Fam","None",-0.567590011190771,"TA","Y",-1.10615694769743,-0.229244901294669,"TA",0.112344804029782,"Y",1.59372427734947,1.04654215561786,"60","RL","Norm","2Story",-0.0242424297938703,0.623177520524963,116.129032258065
1278,"1Fam","BrkFace",1.42095735330594,"TA","Y",1.45212388400066,0.396848879517383,"TA",0.0328330404773799,"Y",-0.751918199272585,-0.704241947620518,"80","RL","Norm","SLvl",0.141304565056693,0.429429824620694,114.791183294664
1279,"1Fam","None",-0.567590011190771,"Gd","Y",-0.0895701257991997,0.981076206901275,"Gd",0.486517808982262,"Y",-0.751918199272585,2.48037396430445,"60","RL","Norm","2Story",-1.01752439889725,-0.829930198757052,116.691285081241
1280,"1Fam","None",-0.567590011190771,"TA","Y",-1.20186613958097,-0.737351404263721,"TA",0.257336843448868,"Y",-0.512566926147886,-0.704241947620518,"50","OTHER","Norm","1.5Fin",1.69744631665199,1.68878984799844,60.6382978723404
1281,"1Fam","BrkFace",0.0417141952009795,"Gd","Y",1.06152691171915,0.109492767351365,"Gd",0.332171444439364,"Y",-0.751918199272585,0.382451633699852,"20","RL","Norm","1Story",-1.01752439889725,-0.829930198757052,144.310235219326
1282,"1Fam","BrkFace",-0.268477037143912,"TA","Y",0.456230941428601,-0.335814055475444,"TA",0.0515416907250039,"Y",-0.751918199272585,0.171150103998669,"20","RL","Norm","1Story",-0.6202116112559,-0.248687111044246,134.428678117999
1283,"1Fam","None",-0.567590011190771,"TA","Y",-0.317202798387098,-0.904817217976368,"Gd",0.0515416907250039,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",-0.189789424644434,-1.12055174261345,144.711538461538
1284,"Duplex","None",-0.567590011190771,"TA","Y",-0.648304867605859,0.587150940554482,"TA",-2.2122049892375,"Y",0.269313899392798,-0.704241947620518,"90","RL","Norm","2Story",0.00886696917624241,0.67161444450103,76.2061403508772
1285,"1Fam","None",-0.567590011190771,"TA","Y",1.38745551110637,1.7727327808156,"Gd",-0.640678368437085,"Y",1.41820001039135,-0.704241947620518,"50","RL","Feedr","1.5Fin",1.73055571562211,-0.248687111044246,69.0641601961586
1286,"1Fam","None",-0.567590011190771,"TA","Y",-0.873350805277985,-0.196893550918363,"TA",-0.902599471903821,"Y",-0.392891289585536,-0.704241947620518,"50","RM","Norm","1.5Fin",1.06836773621985,1.68878984799844,93.8385269121813
1287,"1Fam","BrkFace",1.93055723501541,"TA","Y",0.427776857355114,-0.356747282189525,"TA",0.257336843448868,"Y",-0.751918199272585,-0.311824821032607,"20","RL","Feedr","1Story",0.273742160937144,1.05910983630957,107.680722891566
1288,"1Fam","BrkCmn",2.87220919034811,"TA","Y",1.08480752596109,0.126619952844704,"TA",-0.388111590094161,"N",0.58844893022573,2.2841654010105,"20","RL","Norm","1Story",0.240632761967032,1.0106729123335,120.101137800253
1289,"TwnhsE","None",-0.567590011190771,"Gd","Y",1.2839861144755,0.27315253984327,"Ex",0.121699129153594,"Y",0.939497464141955,0.186243070405896,"120","RL","Norm","1Story",-0.951305600957027,-0.733056350804918,167.570825798674
1290,"1Fam","Stone",3.79724375823377,"Gd","Y",-0.110264005125372,0.864991949668645,"Ex",1.30969841987772,"Y",0.660254312163139,0.412637566514306,"60","RL","Norm","2Story",-1.1499619947777,-1.02367789466132,142.639593908629
1291,"1Fam","BrkFace",-0.0912249043754025,"TA","Y",-0.0274884878206821,-0.691678909614818,"TA",0.0515416907250039,"Y",1.0591731007043,-0.704241947620518,"80","RL","Norm","SLvl",0.240632761967032,1.0106729123335,156.684027777778
1292,"Twnhs","BrkFace",0.916896600745494,"TA","Y",-1.37776411385344,-0.406225818059171,"TA",-0.977434072894317,"Y",0.724081318329726,-0.704241947620518,"160","RM","Norm","2Story",-0.0242424297938703,0.623177520524963,91.7818740399386
1293,"1Fam","None",-0.567590011190771,"TA","N",0.557113603143693,1.63000623503778,"TA",-0.191670762494108,"Y",-0.751918199272585,3.62743941125373,"70","RM","Norm","2Story",2.62450948781515,0.962235988357433,45.3204047217538
1294,"1Fam","None",-0.567590011190771,"TA","Y",-0.855243660867584,0.282667642895125,"TA",0.257336843448868,"Y",-0.751918199272585,-0.281638888218152,"60","RL","Norm","2Story",-0.156680025674321,0.429429824620694,97.8966346153846
1295,"1Fam","None",-0.567590011190771,"TA","Y",-0.772468143562894,-1.23974884540166,"TA",0.463131996172732,"N",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.538617352698046,-0.248687111044246,133.101851851852
1296,"1Fam","BrkFace",0.362983685843903,"TA","Y",-0.286161979397839,-0.881980970651916,"TA",-0.865182171408573,"Y",2.08838357514051,-0.704241947620518,"20","RL","Feedr","1Story",0.108195166086581,0.816925216429231,131.653992395437
1297,"1Fam","BrkFace",0.252201102863584,"TA","Y",-0.0895701257991997,-0.737351404263721,"TA",0.24330535576315,"Y",0.779929948725489,-0.402382619475971,"20","RL","Norm","1Story",0.273742160937144,1.05910983630957,137.41134751773
1298,"TwnhsE","BrkFace",-0.113381420971466,"TA","Y",-0.234427281082408,-0.843920558444496,"TA",0.24330535576315,"Y",-0.751918199272585,-0.0401514257025144,"OTHERS","RM","Norm","SFoyer",-1.11685259580759,-1.02367789466132,130.597014925373
1299,"1Fam","Stone",3.8415567914259,"Ex","Y",9.12955311401067,7.85288363095089,"Ex",4.42001152354521,"Y",0.955454215683602,3.70290424328987,"60","RL","Feedr","2Story",-1.21618079271793,-1.12055174261345,41.5049579372798
1300,"1Fam","None",-0.567590011190771,"TA","Y",0.215664594261845,-0.512794972239946,"Gd",-0.785670407856171,"Y",0.987367718766895,-0.704241947620518,"20","RL","Norm","1Story",0.406179756817595,-0.442434806948515,123.595505617978
1301,"1Fam","None",-0.567590011190771,"Gd","Y",-0.407738520439103,0.889731217603468,"Gd",0.0796046660964399,"Y",-0.751918199272585,-0.704241947620518,"60","RL","Norm","2Story",-0.918196201986915,-0.68461942682885,113.464447806354
1302,"1Fam","None",-0.567590011190771,"TA","Y",-1.05959571921354,-0.0408458608679422,"Gd",-1.21596936355152,"P",-0.751918199272585,-0.704241947620518,"70","RL","Norm","2Story",0.969039539309512,1.68878984799844,118.808567603748
1303,"1Fam","BrkFace",1.59820948607445,"Gd","Y",0.104434992883668,1.92307140903491,"Gd",1.73532021301117,"Y",1.71339991391182,0.473009432143216,"60","RL","Norm","2Story",-0.752649207136351,-0.442434806948515,114.806017418844
1304,"1Fam","BrkFace",0.695331434784857,"Gd","Y",1.17275651309733,0.191322653597317,"Gd",1.68854858739211,"Y",0.907583961058662,0.186243070405896,"20","RL","Norm","1Story",-1.11685259580759,-0.975240970685253,143.564356435644
1305,"TwnhsE","Stone",0.0804880992440909,"Gd","Y",-0.482753832996478,0.366400549751448,"Gd",-0.434883215713221,"Y",-0.751918199272585,-0.100523291331424,"160","RM","Norm","2Story",-1.08374319683748,-0.926804046709186,76.1124121779859
1306,"1Fam","Stone",1.094148733514,"Gd","Y",1.2658789700651,0.259831395570673,"Ex",1.71661156276354,"Y",2.47134561214003,0.835240625916672,"20","RL","Norm","1Story",-1.1499619947777,-1.07211481863739,196.731234866828
1307,"TwnhsE","Stone",-0.0469118711832752,"Gd","Y",0.531246253985977,-0.280626457774686,"Gd",0.00477006510594384,"Y",0.301227402476091,-0.175988123367561,"120","RL","Norm","1Story",-1.11685259580759,-1.02367789466132,148.026315789474
1308,"1Fam","None",-0.567590011190771,"TA","Y",-0.446539544175676,-0.999968248494917,"TA",0.0328330404773799,"Y",-0.751918199272585,0.261707902442033,"20","RL","Norm","1Story",-0.752649207136351,-0.490871730924582,139.393939393939
1309,"1Fam","None",-0.567590011190771,"TA","Y",-0.105090535293829,-0.748769527925947,"Gd",0.257336843448868,"Y",-0.751918199272585,-0.160895156960333,"20","RM","Norm","1Story",0.770383145488836,-0.975240970685253,131.016042780749
1310,"1Fam","BrkFace",-0.0801466460773707,"TA","Y",0.339827870218881,-0.421449982942138,"Gd",0.107667641467876,"Y",0.141659887059625,0.0654993391480771,"20","RL","Norm","1Story",-0.653321010226013,-0.297124035020313,138.485316846986
1311,"1Fam","None",-0.567590011190771,"Gd","Y",1.912562699008,0.735586548163418,"Ex",0.439746183363202,"Y",-0.751918199272585,2.42000209867554,"20","RL","PosA","1Story",0.406179756817595,-0.829930198757052,176.130389064143
1312,"1Fam","BrkFace",-0.124459679269498,"Gd","Y",0.288093171903449,-0.459510395149558,"Gd",0.163793592210748,"Y",1.35437300422477,0.774868760287763,"20","RL","Norm","1Story",-1.11685259580759,-1.07211481863739,159.340659340659
1313,"1Fam","BrkFace",1.29355738287858,"Gd","Y",0.75111872182656,2.46352926238027,"Gd",1.295666932192,"Y",3.23726968613907,-0.704241947620518,"60","RL","Norm","2Story",-0.6202116112559,-0.248687111044246,107.473309608541
1314,"1Fam","BrkFace",0.346366298396855,"Gd","Y",0.670929939437642,2.06199191359199,"Gd",1.43130464648728,"Y",4.57763681563738,-0.251452955403697,"60","RL","Norm","2Story",-0.918196201986915,-0.68461942682885,128.190842631781
1315,"1Fam","None",-0.567590011190771,"TA","Y",-0.555182410638082,-1.0798951141305,"TA",-0.902599471903821,"Y",-0.751918199272585,-0.160895156960333,"20","RL","Norm","1Story",0.571726751668159,1.49504215209417,125.527426160338
1316,"1Fam","None",-0.567590011190771,"TA","Y",-0.182692582766976,1.13522087634132,"TA",0.481840646420356,"Y",1.48202701655794,-0.704241947620518,"60","RL","Norm","2Story",0.0750857671164679,0.768488292453164,97.9640151515152
1317,"1Fam","Stone",0.927974859043526,"Gd","Y",1.20897080191813,0.217964942142511,"Ex",1.81015481400166,"Y",0.620362433309023,-0.0703373585169691,"20","RL","Norm","1Story",-1.21618079271793,-1.12055174261345,181.284049079755
1318,"TwnhsE","None",-0.567590011190771,"Gd","Y",0.489858495333632,-0.311074787540622,"Gd",-0.0326472353893042,"Y",-0.751918199272585,2.93316295652127,"120","FV","Norm","1Story",-1.1499619947777,-1.07211481863739,154.511834319527
1319,"1Fam","BrkFace",0.418374977334062,"Gd","Y",1.61508818369426,0.516739177970755,"Gd",1.28631260706819,"Y",0.827800203350429,1.55970301346359,"20","RL","Norm","1Story",-0.98441499992714,-0.829930198757052,153.889199776161
1320,"1Fam","BrkFace",0.16357503647933,"TA","Y",-0.555182410638082,-1.0798951141305,"TA",-1.05226867388481,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.571726751668159,1.49504215209417,117.088607594937
1321,"1Fam","None",-0.567590011190771,"TA","Y",0.81578709472085,-0.0712941906338779,"TA",-0.144899136875048,"Y",0.157616638601272,-0.704241947620518,"20","RL","Norm","1Story",0.472398554757821,1.34973138016597,105.886332882273
1322,"1Fam","None",-0.567590011190771,"TA","N",-1.144957971434,-1.51378381329508,"TA",-0.869859333970479,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Feedr","1Story",0.737273746518723,1.68878984799844,100.694444444444
1323,"1Fam","None",-0.567590011190771,"Gd","Y",-0.262881365155895,0.775549980981209,"Gd",0.425714695677484,"Y",1.16289198572501,-0.115616257738651,"60","RL","Norm","2Story",-0.686430409196125,-0.34556095899638,98.8039521580863
1324,"1Fam","None",-0.567590011190771,"Fa","Y",-1.17599879042326,-1.53662006061953,"Fa",-2.2122049892375,"Y",0.556535427142437,-0.704241947620518,"30","RL","Norm","1Story",1.03525833724974,1.68878984799844,116.525423728814
1325,"1Fam","BrkFace",1.80315726458804,"Gd","Y",1.63578206302044,0.531963342853723,"Gd",1.97385550366837,"Y",-0.751918199272585,0.0353134063336224,"20","RL","Norm","1Story",-1.1499619947777,-1.07211481863739,81.8941504178273
1326,"1Fam","None",-0.567590011190771,"TA","N",-0.948366117835361,-1.36915424690689,"TA",-2.2122049892375,"N",-0.751918199272585,-0.704241947620518,"30","RM","Norm","1Story",1.63122751871177,1.68878984799844,69.0954773869347
1327,"1Fam","None",-0.567590011190771,"TA","Y",-1.00527428598234,-1.41102070033505,"Gd",-2.2122049892375,"Y",-0.751918199272585,-0.704241947620518,"30","OTHER","Norm","1Story",1.33324292798075,-1.02367789466132,102.067183462532
1328,"1Fam","None",-0.567590011190771,"Gd","Y",-0.896631419519929,-1.33109383469947,"Gd",-0.977434072894317,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",-0.355336419494998,-1.12055174261345,159.926470588235
1329,"1Fam","None",-0.567590011190771,"Gd","Y",1.08998099579264,2.42927489139359,"TA",0.21991954295362,"Y",-0.751918199272585,7.55161067713285,"50","RM","Norm","1.5Fin",1.69744631665199,1.68878984799844,91.6905444126075
1330,"1Fam","None",-0.567590011190771,"TA","Y",-0.537075266227681,0.221770983363253,"TA",-0.0513558856369282,"Y",-0.751918199272585,-0.281638888218152,"60","RL","Norm","2Story",-0.885086803016802,-0.636182502852783,108.149509803922
1331,"1Fam","Stone",1.70345293990575,"Gd","Y",1.10032793545572,0.13803807650693,"Gd",1.64645412433495,"Y",0.396967911725971,-0.025058459295287,"20","RL","Norm","1Story",-1.1499619947777,-1.02367789466132,142.947103274559
1332,"1Fam","None",-0.567590011190771,"TA","Y",-0.539662001143453,-1.06847699046827,"TA",0.481840646420356,"Y",-0.751918199272585,-0.704241947620518,"80","RL","Norm","SLvl",-0.156680025674321,0.429429824620694,138.888888888889
1333,"1Fam","None",-0.567590011190771,"TA","Y",-0.896631419519929,-1.33109383469947,"TA",-0.865182171408573,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",1.10147713518996,1.3012944561899,122.549019607843
1334,"1Fam","None",-0.567590011190771,"TA","Y",-0.93025897342496,-0.295850622657654,"Gd",-0.823087708351419,"Y",-0.751918199272585,0.27680086884926,"50","RM","Norm","1.5Fin",1.10147713518996,-0.490871730924582,92.2794117647059
1335,"TwnhsE","None",-0.567590011190771,"TA","Y",-1.02855490022428,-0.286335519605799,"TA",-0.15425346199886,"Y",-0.751918199272585,-0.160895156960333,"160","RM","Norm","2Story",0.0419763681463552,0.720051368477097,91.5750915750916
1336,"1Fam","BrkFace",1.42649648245496,"TA","Y",0.443297266849744,-0.345329158527299,"TA",0.734407424763281,"Y",-0.751918199272585,-0.46275448510488,"20","RL","Norm","1Story",-0.189789424644434,0.380992900644627,125.862068965517
1337,"Duplex","BrkFace",2.55647882885421,"TA","Y",1.27622590972819,0.267443478012157,"TA",0.154439267086936,"Y",-0.751918199272585,2.48037396430445,"90","RL","Feedr","1Story",-0.0573518287639831,0.574740596548895,81.5217391304348
1338,"1Fam","None",-0.567590011190771,"TA","N",-1.21479981415983,-1.5651653697751,"Fa",-2.2122049892375,"N",-0.751918199272585,-0.402382619475971,"30","RM","Feedr","1Story",1.00214893827962,1.68878984799844,75.7575757575758
1339,"1Fam","None",-0.567590011190771,"Gd","Y",-0.627610988279686,0.657562703138208,"Gd",0.0889589912202519,"Y",0.412924663267617,0.669217995437171,"60","RL","Norm","2Story",-1.01752439889725,-0.829930198757052,107.469102632993
1340,"1Fam","None",-0.567590011190771,"TA","Y",-0.772468143562894,-1.23974884540166,"TA",-0.865182171408573,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",-0.0242424297938703,0.623177520524963,148.726851851852
1341,"1Fam","None",-0.567590011190771,"TA","Y",-0.751774264236722,-1.22452468051869,"TA",0.0328330404773799,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.00886696917624241,0.67161444450103,141.05504587156
1342,"1Fam","None",-0.567590011190771,"TA","Y",-0.125784414620002,-0.763993692808915,"Gd",0.481840646420356,"Y",-0.751918199272585,0.473009432143216,"20","RL","RRAe","1Story",-1.05063379786737,-0.926804046709186,139.138240574506
1343,"1Fam","BrkFace",0.2577402320126,"Gd","Y",0.313960521061165,1.24369305113247,"Gd",0.813919188315683,"Y",0.779929948725489,0.608846129808262,"60","RL","Norm","2Story",-1.01752439889725,-0.829930198757052,105.348086675888
1344,"1Fam","None",-0.567590011190771,"TA","Y",0.0242462104947493,0.756519774877499,"TA",-0.612615393065649,"Y",-0.751918199272585,-0.704241947620518,"50","RL","Norm","1.5Fin",1.43257112489109,1.68878984799844,92.5248301097752
1345,"1Fam","None",-0.567590011190771,"Gd","Y",-1.12426409210783,-0.11316064406204,"Gd",-0.15425346199886,"Y",-0.751918199272585,-0.704241947620518,"60","RL","Norm","2Story",-1.1499619947777,-1.02367789466132,107.029532967033
1346,"1Fam","None",-0.567590011190771,"TA","Y",-0.524141591648823,-1.05705886680605,"Fa",-0.771638920170453,"Y",-0.751918199272585,-0.704241947620518,"30","RM","Norm","1Story",1.69744631665199,1.68878984799844,113.020833333333
1347,"1Fam","None",-0.567590011190771,"TA","Y",2.56959336761397,1.21895378319765,"TA",0.163793592210748,"Y",-0.751918199272585,0.50319536495767,"20","RL","PosN","1Story",0.108195166086581,-0.878367122733119,121.753246753247
1348,"1Fam","Stone",-0.0136770962891797,"Gd","Y",1.58663409962078,0.495805951256674,"Gd",1.11793475483957,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",-1.1499619947777,-1.07211481863739,159.607545045045
1349,"1Fam","None",-0.567590011190771,"Gd","Y",0.857174853373195,-0.0408458608679422,"Gd",0.191856567582184,"Y",2.45538886059838,-0.326917787439834,"20","RL","Norm","1Story",-0.885086803016802,-0.636182502852783,143.908969210174
1350,"1Fam","None",-0.567590011190771,"TA","N",-0.581049759795798,1.60336394649259,"TA",-2.2122049892375,"Y",-0.751918199272585,0.110778238369759,"70","RM","Norm","2Story",3.2866974672174,-0.103376339116045,51.7387616624258
1351,"Duplex","BrkFace",1.47080951564709,"TA","Y",0.45364420651283,2.12859763495498,"TA",2.31528837068751,"Y",-0.751918199272585,-0.704241947620518,"90","RL","Artery","2Story",0.0750857671164679,0.768488292453164,75.9301442672741
1352,"1Fam","BrkFace",1.19385305819629,"TA","Y",-0.787988553057524,0.381624714634416,"TA",0.0796046660964399,"Y",-0.751918199272585,0.56356723058658,"60","RL","Norm","2Story",0.306851559907257,1.10754676028563,99.6503496503497
1353,"1Fam","None",-0.567590011190771,"Gd","Y",-0.974233466993077,-0.646006414965914,"TA",0.706344449391845,"N",0.923540712600308,-0.704241947620518,"50","RM","Norm","1.5Fin",1.13458653416008,-0.733056350804918,114.710884353741
1354,"1Fam","BrkFace",2.63956576608944,"Gd","Y",2.3031596712895,3.27802208361905,"Gd",0.902785276991897,"Y",1.50596214387041,0.593753163401035,"50","RL","Norm","1.5Fin",-0.785758606106464,-0.539308654900649,126.6213712168
1355,"1Fam","None",-0.567590011190771,"Gd","Y",-0.441366074344133,0.665174785579692,"Gd",1.71193440020164,"Y",-0.751918199272585,2.07286387130932,"60","RL","Norm","2Story",-0.951305600957027,-0.733056350804918,126.005361930295
1356,"1Fam","BrkFace",0.224505457118505,"TA","Y",0.153582956283328,0.769840919150096,"Gd",0.0655731784107219,"Y",-0.751918199272585,0.774868760287763,"80","RL","Norm","SLvl",0.108195166086581,-0.34556095899638,88.5416666666667
1357,"1Fam","BrkFace",-0.207546616504737,"TA","Y",-0.70003956592129,-1.18646426831127,"TA",-0.977434072894317,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.174413964026806,0.913799064381365,123.318385650224
1358,"1Fam","None",-0.567590011190771,"TA","Y",-0.218906871587778,-0.83250243478227,"TA",0.1263762917155,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.00886696917624241,-1.12055174261345,139.053803339518
1359,"Twnhs","BrkFace",0.628861884996667,"Gd","Y",-1.01820796056119,0.109492767351365,"Gd",-0.15425346199886,"Y",-0.751918199272585,-0.221267022589243,"160","FV","Norm","2Story",-0.951305600957027,-0.733056350804918,112.841703750795
1360,"1Fam","BrkFace",-0.202007487355721,"Gd","Y",2.11432802243818,0.884022155772355,"Ex",1.38921018343012,"Y",0.795886700267136,-0.025058459295287,"20","RL","Norm","1Story",-1.08374319683748,-0.975240970685253,159.090909090909
1361,"1Fam","None",-0.567590011190771,"TA","Y",-0.446539544175676,2.06579795481273,"TA",0.692312961706127,"Y",0.708124566788079,-0.704241947620518,"70","RL","Feedr","2Story",1.66433691768188,-0.636182502852783,72.6643598615917
1362,"1Fam","Stone",-0.478963944806517,"Gd","Y",0.950297310340971,0.0276628811054131,"Gd",-0.20102508761792,"Y",0.58844893022573,-0.160895156960333,"20","RL","Norm","1Story",-1.11685259580759,-0.975240970685253,169.934640522876
1363,"1Fam","None",-0.567590011190771,"TA","Y",0.30620031631385,0.423491168062577,"TA",-0.491009166456093,"Y",-0.313107531877303,-0.704241947620518,"50","RL","Feedr","1.5Fin",1.69744631665199,-1.07211481863739,60.3567318757192
1364,"1Fam","None",-0.567590011190771,"TA","Y",-1.41397840267424,-0.196893550918363,"Gd",-0.191670762494108,"Y",-0.751918199272585,-0.160895156960333,"60","RL","Norm","2Story",-1.1499619947777,-1.07211481863739,111.14164305949
1365,"TwnhsE","None",-0.567590011190771,"Gd","Y",-1.66230495458831,-0.600333920317011,"Gd",0.0328330404773799,"Y",-0.751918199272585,1.80119047597922,"160","FV","Norm","2Story",-1.11685259580759,-0.975240970685253,120.126666666667
1366,"1Fam","None",-0.567590011190771,"Gd","Y",-0.901804889351473,0.301697848998834,"Gd",0.888753789306179,"Y",-0.751918199272585,0.744682827473308,"60","FV","Norm","2Story",-0.951305600957027,-0.733056350804918,129.032258064516
1367,"1Fam","BrkFace",0.307592394353743,"Gd","Y",-0.725906915079006,0.522448239801868,"Gd",0.537966597163228,"Y",-0.751918199272585,0.623939096215489,"60","RL","Norm","2Story",-0.918196201986915,-0.68461942682885,107.821229050279
1368,"TwnhsE","None",-0.567590011190771,"TA","Y",-0.614677313700828,-0.0770032524649909,"TA",-0.640678368437085,"Y",0.0778328808930386,-0.311824821032607,"160","RM","Norm","2Story",-0.189789424644434,0.380992900644627,86.1016949152542
1369,"TwnhsE","BrkFace",0.374061944141934,"Gd","Y",-0.813855902215239,-1.2701971751676,"Gd",-0.24779671323698,"Y",0.365054408642677,-0.704241947620518,"120","RM","Norm","1Story",-1.05063379786737,-0.926804046709186,169.811320754717
1370,"1Fam","BrkFace",0.37960107329095,"Gd","Y",1.30726672871745,0.290279725336609,"Gd",0.135730616839312,"Y",-0.751918199272585,3.25011525107305,"20","RL","Norm","1Story",-1.05063379786737,-0.878367122733119,139.088729016787
1371,"1Fam","None",-0.567590011190771,"Fa","Y",-0.834549781541412,-0.26920833411246,"TA",-0.631324043313273,"Y",-0.751918199272585,-0.704241947620518,"50","RL","Artery","1.5Fin",1.69744631665199,1.68878984799844,76.4192139737991
1372,"1Fam","None",-0.567590011190771,"TA","Y",1.28915958430705,0.276958581064012,"Gd",-0.448914703398939,"Y",-0.751918199272585,-0.281638888218152,"80","RL","Norm","SLvl",0.538617352698046,-0.539308654900649,99.6387718242023
1373,"1Fam","None",-0.567590011190771,"TA","Y",-0.141304824114631,1.10667556718576,"Gd",0.514580784353698,"Y",1.26661087074571,1.86156234160813,"60","RL","Norm","2Story",-0.885086803016802,-0.636182502852783,130.805913209347
1374,"1Fam","BrkFace",3.33749603886545,"Ex","Y",3.80346592243701,2.12669461434461,"Ex",1.54823371053493,"Y",1.75329179276593,1.40877334939131,"20","RL","Norm","1Story",-0.98441499992714,-0.829930198757052,177.174325864033
1375,"1Fam","None",-0.567590011190771,"Gd","Y",-0.3534170872079,0.842155702344193,"Gd",2.16561916870652,"Y",0.476751669434204,2.46528099789723,"60","FV","Norm","2Story",-1.11685259580759,-0.975240970685253,127.681307456588
1376,"1Fam","BrkFace",-0.124459679269498,"Gd","Y",1.05635344188761,0.105686726130623,"Gd",1.16470638045863,"Y",0.0459193778097454,-0.160895156960333,"20","RL","Norm","1Story",-1.18307139374782,-1.07211481863739,152.132399745385
1377,"1Fam","None",-0.567590011190771,"TA","N",-0.96388652732999,-1.38057237056911,"TA",-1.46385897933254,"Y",-0.751918199272585,1.42386631579854,"30","RL","Norm","1Story",1.36635232695087,1.68878984799844,115.189873417722
1378,"1Fam","None",-0.567590011190771,"TA","Y",-0.462059953670306,0.168486406272866,"TA",0.874722301620461,"Y",-0.751918199272585,0.322079768070942,"50","RL","Norm","1.5Fin",1.00214893827962,1.20442060823777,72.9426433915212
